Optimize a model with 7551 rows, 127449 columns and 386560 nonzeros
Model has 2450 quadratic objective terms
Model has 2500 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 5e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 199 rows and 7154 columns
Presolve time: 0.68s
Presolved: 473686 rows, 353437 columns, 1756746 nonzeros
Variable types: 235592 continuous, 117845 integer (117796 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   50401    8.0584165e-04   3.957892e+03   0.000000e+00      5s
   70077    1.1138304e-03   8.723341e+03   0.000000e+00     10s
   77823    1.2019976e-03   5.476742e+03   0.000000e+00     15s
   83601    1.2601282e-03   2.136057e+04   0.000000e+00     21s
   85037    1.2784506e-03   3.406896e+04   0.000000e+00     26s
   87072    1.3059778e-03   5.461921e+04   0.000000e+00     31s
   91305    1.3415169e-03   9.795638e+03   0.000000e+00     35s
   95972    1.3675542e-03   9.116363e+03   0.000000e+00     41s
   99921    1.3877533e-03   9.559174e+03   0.000000e+00     46s
  103870    1.4055151e-03   8.381815e+03   0.000000e+00     50s
  107819    1.4204132e-03   1.566842e+04   0.000000e+00     55s
  109973    1.4304668e-03   8.491448e+03   0.000000e+00     60s
  113204    1.4429879e-03   1.061285e+04   0.000000e+00     66s
  116076    1.4567657e-03   8.585219e+03   0.000000e+00     70s
  118589    1.4654554e-03   1.216642e+04   0.000000e+00     75s
  121461    1.4784498e-03   2.089133e+04   0.000000e+00     80s
  124333    1.4899435e-03   1.198061e+04   0.000000e+00     86s
  128282    1.5074281e-03   1.155036e+04   0.000000e+00     90s
  131154    1.5169276e-03   1.064306e+04   0.000000e+00     95s
  134744    1.5293577e-03   9.559280e+03   0.000000e+00    100s
  138693    1.5429682e-03   8.972909e+03   0.000000e+00    105s
  140847    1.5493550e-03   9.792175e+03   0.000000e+00    111s
  143360    1.5567397e-03   1.015970e+04   0.000000e+00    115s
  146232    1.5634813e-03   1.414593e+04   0.000000e+00    120s
  148386    1.5685322e-03   7.892648e+03   0.000000e+00    126s
  151258    1.5790905e-03   2.956172e+04   0.000000e+00    130s
  154130    1.5848417e-03   9.675376e+03   0.000000e+00    136s
  156643    1.5967715e-03   1.489680e+04   0.000000e+00    141s
  159874    1.6058504e-03   7.861270e+03   0.000000e+00    145s
  163105    1.6159764e-03   2.952570e+04   0.000000e+00    151s
  164900    1.6203334e-03   6.983086e+03   0.000000e+00    155s
  168131    1.6287738e-03   2.182578e+04   0.000000e+00    161s
