Optimize a model with 7551 rows, 127449 columns and 386560 nonzeros
Model has 2450 quadratic objective terms
Model has 2500 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 5e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 199 rows and 7106 columns
Presolve time: 0.66s
Presolved: 473878 rows, 353581 columns, 1757465 nonzeros
Variable types: 235688 continuous, 117893 integer (117844 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   49972    7.7582513e-04   5.128644e+03   0.000000e+00      5s
   69883    1.1040220e-03   7.594075e+03   0.000000e+00     10s
   77147    1.1919816e-03   1.013173e+04   0.000000e+00     15s
   81090    1.2658898e-03   2.171758e+04   0.000000e+00     22s
   82701    1.3007454e-03   2.361834e+04   0.000000e+00     26s
   84732    1.3231090e-03   1.824321e+04   0.000000e+00     30s
   86581    1.3461626e-03   2.330908e+04   0.000000e+00     36s
   88630    1.3712691e-03   2.199024e+04   0.000000e+00     40s
   89905    1.3869086e-03   1.897157e+04   0.000000e+00     46s
   96919    1.4307780e-03   9.846638e+03   0.000000e+00     50s
  103740    1.4789012e-03   9.569319e+03   0.000000e+00     55s
  107689    1.4997263e-03   9.648855e+03   0.000000e+00     60s
  111638    1.5206833e-03   1.046982e+04   0.000000e+00     65s
  114151    1.5288348e-03   1.570088e+04   0.000000e+00     71s
  115946    1.5376521e-03   4.070282e+04   0.000000e+00     75s
  120254    1.5641561e-03   1.214859e+04   0.000000e+00     80s
  125280    1.6010417e-03   1.058238e+04   0.000000e+00     85s
  129588    1.6230142e-03   8.704410e+03   0.000000e+00     91s
  133178    1.6350224e-03   1.024769e+04   0.000000e+00     96s
  135691    1.6429950e-03   1.462524e+04   0.000000e+00    100s
  138563    1.6550697e-03   9.698070e+03   0.000000e+00    105s
  141435    1.6676572e-03   1.209273e+04   0.000000e+00    111s
  145025    1.6851828e-03   8.273096e+03   0.000000e+00    115s
  147538    1.6970774e-03   9.918325e+03   0.000000e+00    121s
  149333    1.7029311e-03   1.385687e+04   0.000000e+00    125s
  151487    1.7101667e-03   1.862644e+04   0.000000e+00    131s
  153641    1.7171809e-03   2.468785e+04   0.000000e+00    135s
  156872    1.7313558e-03   2.374081e+04   0.000000e+00    140s
  159385    1.7443208e-03   2.123289e+04   0.000000e+00    145s
  162616    1.7567318e-03   1.920228e+04   0.000000e+00    151s
  164770    1.7647967e-03   7.340393e+04   0.000000e+00    155s
  168001    1.7740761e-03   1.791521e+04   0.000000e+00    160s
  170873    1.7833858e-03   1.572300e+04   0.000000e+00    166s
  173745    1.7939873e-03   1.397825e+04   0.000000e+00    170s
  176617    1.8028242e-03   1.267281e+04   0.000000e+00    175s
  178771    1.8079809e-03   9.534110e+03   0.000000e+00    180s
  181643    1.8151362e-03   4.325838e+04   0.000000e+00    185s
  184515    1.8227556e-03   3.804895e+04   0.000000e+00    191s
  186669    1.8285612e-03   2.666595e+04   0.000000e+00    195s
  190977    1.8518922e-03   1.856175e+04   0.000000e+00    201s
  192772    1.8556701e-03   4.160166e+04   0.000000e+00    206s
  194926    1.8626782e-03   1.552111e+04   0.000000e+00    210s
  197080    1.8674379e-03   4.152673e+04   0.000000e+00    216s
  198875    1.8731684e-03   1.015390e+04   0.000000e+00    220s
  202465    1.8923129e-03   8.309692e+03   0.000000e+00    225s
  205337    1.8986717e-03   9.501390e+03   0.000000e+00    231s
  206773    1.9036233e-03   6.779216e+04   0.000000e+00    236s
  209645    1.9144346e-03   1.056122e+04   0.000000e+00    241s
  211440    1.9178795e-03   8.148633e+03   0.000000e+00    246s
  213953    1.9270303e-03   9.826626e+03   0.000000e+00    251s
  216107    1.9349328e-03   2.538813e+04   0.000000e+00    255s
  217902    1.9411540e-03   6.074379e+04   0.000000e+00    261s
  219697    1.9441408e-03   1.264920e+04   0.000000e+00    266s
  221492    1.9467227e-03   5.717107e+03   0.000000e+00    271s
  223646    1.9511970e-03   9.216229e+03   0.000000e+00    276s
  225082    1.9537791e-03   5.182110e+03   0.000000e+00    280s
  226877    1.9565965e-03   1.345292e+04   0.000000e+00    286s
  228672    1.9595714e-03   1.278486e+04   0.000000e+00    290s
  230467    1.9806982e-03   3.245044e+04   0.000000e+00    295s
  231903    1.9909065e-03   3.694913e+04   0.000000e+00    301s
  232621    1.9956466e-03   2.058253e+04   0.000000e+00    305s
  234057    2.0146958e-03   7.055251e+04   0.000000e+00    310s
  235493    2.0334795e-03   2.928734e+04   0.000000e+00    315s
  236929    2.0482759e-03   2.168245e+04   0.000000e+00    320s
  238365    2.0589244e-03   7.836140e+03   0.000000e+00    326s
  239442    2.0658262e-03   1.718993e+04   0.000000e+00    330s
  240519    2.0712219e-03   1.189873e+04   0.000000e+00    335s
  241596    2.0764027e-03   5.736034e+05   0.000000e+00    340s
  243032    2.0872162e-03   2.170322e+04   0.000000e+00    346s
  244109    2.0971763e-03   4.476664e+04   0.000000e+00    351s
  245904    2.1420591e-03   3.398790e+04   0.000000e+00    355s
  247340    2.1521548e-03   8.674812e+03   0.000000e+00    361s
  248417    2.1648781e-03   1.003315e+05   0.000000e+00    365s
  250212    2.1918098e-03   2.039478e+04   0.000000e+00    371s
  252725    2.2470328e-03   4.142844e+04   0.000000e+00    376s
  253802    2.2510992e-03   7.235689e+04   0.000000e+00    380s
  254879    2.2560234e-03   5.524523e+04   0.000000e+00    386s
  255956    2.2599130e-03   6.522601e+04   0.000000e+00    391s
  257751    2.2828310e-03   2.533705e+04   0.000000e+00    395s
  259905    2.3289625e-03   7.657688e+03   0.000000e+00    400s
  261341    2.3397834e-03   3.116791e+05   0.000000e+00    406s
  262777    2.3502605e-03   2.367596e+04   0.000000e+00    410s
  264572    2.3773369e-03   5.836940e+04   0.000000e+00    416s
  265649    2.3815155e-03   9.521580e+04   0.000000e+00    421s
  266726    2.3846037e-03   1.281356e+05   0.000000e+00    426s
  267803    2.3896108e-03   1.193476e+04   0.000000e+00    431s
  268880    2.3977364e-03   1.982884e+04   0.000000e+00    436s
  269957    2.4099560e-03   1.216970e+04   0.000000e+00    440s
  271752    2.4284394e-03   1.052409e+04   0.000000e+00    446s
  273188    2.4476236e-03   1.819832e+04   0.000000e+00    451s
  274624    2.4569500e-03   2.052815e+04   0.000000e+00    455s
  276060    2.4641741e-03   1.597795e+04   0.000000e+00    461s
  277137    2.4675498e-03   1.702374e+04   0.000000e+00    465s
  278573    2.4739330e-03   1.991285e+04   0.000000e+00    472s
  280009    2.5090949e-03   5.751097e+04   0.000000e+00    476s
  281086    2.5116427e-03   2.264725e+04   0.000000e+00    481s
  281804    2.5132965e-03   1.643273e+04   0.000000e+00    485s
  282881    2.5175485e-03   4.554532e+04   0.000000e+00    491s
  283958    2.5225756e-03   2.999612e+04   0.000000e+00    495s
  286112    2.5516715e-03   1.023632e+04   0.000000e+00    501s
  287189    2.5569051e-03   3.169357e+04   0.000000e+00    505s
  288984    2.5721305e-03   4.209495e+04   0.000000e+00    511s
  290061    2.5772359e-03   4.051775e+04   0.000000e+00    515s
  291138    2.5833953e-03   6.047582e+04   0.000000e+00    520s
  292574    2.5898698e-03   1.481758e+05   0.000000e+00    526s
  293651    2.5927933e-03   1.814526e+04   0.000000e+00    531s
  294369    2.5954954e-03   2.241171e+04   0.000000e+00    535s
  295446    2.5987990e-03   2.195245e+04   0.000000e+00    540s
  296523    2.6016446e-03   4.070933e+04   0.000000e+00    546s
  297959    2.6228000e-03   3.530886e+04   0.000000e+00    550s
  299395    2.6331953e-03   2.159306e+04   0.000000e+00    557s
  300113    2.6366544e-03   3.340031e+04   0.000000e+00    560s
  301190    2.6411040e-03   1.227792e+05   0.000000e+00    566s
  302267    2.6438051e-03   2.450365e+04   0.000000e+00    571s
  302985    2.6463524e-03   2.037996e+04   0.000000e+00    575s
  304421    2.6653739e-03   7.866461e+04   0.000000e+00    581s
  305857    2.6832657e-03   1.415960e+04   0.000000e+00    585s
  307652    2.7477158e-03   3.066757e+04   0.000000e+00    590s
  309088    2.7579690e-03   1.005265e+05   0.000000e+00    597s
  310165    2.7629460e-03   3.076587e+04   0.000000e+00    601s
  311242    2.7677750e-03   4.435227e+04   0.000000e+00    607s
  312319    2.7725511e-03   3.599791e+04   0.000000e+00    611s
  313755    2.7957147e-03   1.348545e+04   0.000000e+00    615s
  315191    2.8051139e-03   1.280367e+05   0.000000e+00    621s
  316268    2.8115440e-03   1.034081e+05   0.000000e+00    625s
  317345    2.8157209e-03   2.704086e+05   0.000000e+00    631s
  318422    2.8207782e-03   1.822820e+04   0.000000e+00    636s
  319499    2.8257791e-03   2.839995e+04   0.000000e+00    642s
  320576    2.8357346e-03   2.122697e+05   0.000000e+00    645s
  321653    2.8438843e-03   2.899974e+04   0.000000e+00    650s
  323089    2.8531599e-03   4.639414e+04   0.000000e+00    656s
  324166    2.8583282e-03   2.701604e+04   0.000000e+00    661s
  325602    2.8655035e-03   1.405246e+05   0.000000e+00    666s
  326679    2.8712231e-03   8.607497e+04   0.000000e+00    670s
