Optimize a model with 7551 rows, 127449 columns and 386560 nonzeros
Model has 2450 quadratic objective terms
Model has 2500 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 5e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 199 rows and 7106 columns
Presolve time: 0.64s
Presolved: 473878 rows, 353581 columns, 1757465 nonzeros
Variable types: 235688 continuous, 117893 integer (117844 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   47667    7.3387992e-04   5.715554e+03   0.000000e+00      5s
   72354    1.1516758e-03   1.908949e+04   0.000000e+00     10s
   80294    1.2500119e-03   1.794672e+04   0.000000e+00     15s
   83121    1.2903043e-03   6.380747e+04   0.000000e+00     20s
   84557    1.3218865e-03   3.211307e+04   0.000000e+00     25s
   86540    1.3559454e-03   3.309138e+04   0.000000e+00     30s
   88447    1.3811124e-03   1.524914e+04   0.000000e+00     36s
   92466    1.4117791e-03   8.774920e+03   0.000000e+00     40s
   98929    1.4528465e-03   1.312591e+04   0.000000e+00     45s
  104673    1.5058350e-03   1.983808e+04   0.000000e+00     50s
  108622    1.5263732e-03   1.958393e+04   0.000000e+00     55s
  112571    1.5502580e-03   3.138786e+04   0.000000e+00     60s
  117597    1.5999326e-03   2.083874e+04   0.000000e+00     65s
  121905    1.6202876e-03   1.552876e+04   0.000000e+00     70s
  126572    1.6491340e-03   2.883691e+04   0.000000e+00     75s
  129803    1.6675689e-03   1.461720e+04   0.000000e+00     80s
  133752    1.6863181e-03   1.068276e+04   0.000000e+00     85s
  137701    1.7051201e-03   1.012707e+04   0.000000e+00     90s
  142368    1.7287768e-03   1.010651e+04   0.000000e+00     95s
  146676    1.7479179e-03   6.860456e+03   0.000000e+00    101s
  150625    1.7627042e-03   1.693569e+04   0.000000e+00    106s
  152779    1.7720274e-03   3.398128e+04   0.000000e+00    111s
  155292    1.7796133e-03   2.234602e+04   0.000000e+00    115s
  159241    1.7943824e-03   1.116305e+04   0.000000e+00    120s
  163908    1.8171246e-03   6.414233e+03   0.000000e+00    126s
  167139    1.8304246e-03   7.335793e+03   0.000000e+00    130s
  170370    1.8430468e-03   1.427842e+04   0.000000e+00    135s
  173242    1.8552986e-03   2.026921e+04   0.000000e+00    140s
  177191    1.8741713e-03   6.136173e+03   0.000000e+00    145s
  179704    1.8825097e-03   3.089203e+04   0.000000e+00    151s
  181858    1.8919704e-03   2.573648e+04   0.000000e+00    156s
  185807    1.9072733e-03   2.424367e+04   0.000000e+00    160s
  187243    1.9115527e-03   5.103762e+04   0.000000e+00    165s
  190115    1.9244408e-03   2.152776e+04   0.000000e+00    170s
  192987    1.9374311e-03   2.513235e+04   0.000000e+00    175s
