Optimize a model with 4841 rows, 65559 columns and 199250 nonzeros
Model has 1560 quadratic objective terms
Model has 1600 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 4e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 159 rows and 4562 columns
Presolve time: 0.29s
Presolved: 239194 rows, 178233 columns, 884417 nonzeros
Variable types: 118796 continuous, 59437 integer (59398 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   41340    7.4003716e-04   4.241462e+03   0.000000e+00      5s
   46570    8.0647832e-04   9.565587e+03   0.000000e+00     10s
   51228    8.5437403e-04   1.275451e+04   0.000000e+00     15s
   56253    9.0140541e-04   8.063169e+03   0.000000e+00     20s
   65229    5.4000950e+01   6.980810e+03   0.000000e+00     25s
   69717    5.4000970e+01   6.683096e+03   0.000000e+00     30s
   73149    5.4000981e+01   5.091761e+03   0.000000e+00     35s
   77109    5.4000993e+01   1.961091e+04   0.000000e+00     40s
   80805    5.4001004e+01   1.122024e+04   0.000000e+00     45s
   84237    5.4001048e+01   1.302667e+04   0.000000e+00     50s
   87669    5.4001101e+01   3.086707e+04   0.000000e+00     55s
   91101    5.4001139e+01   4.239813e+04   0.000000e+00     61s
   93477    5.4001155e+01   8.664159e+03   0.000000e+00     65s
   95853    5.4001175e+01   6.269630e+04   0.000000e+00     70s
   98757    5.4001200e+01   6.811220e+03   0.000000e+00     76s
  101133    5.4001222e+01   1.177688e+05   0.000000e+00     80s
  104301    5.4001265e+01   1.437913e+04   0.000000e+00     85s
  107205    5.4001289e+01   1.155147e+04   0.000000e+00     90s
  111429    5.4001347e+01   4.738613e+03   0.000000e+00     95s
  114069    5.4001372e+01   1.060727e+04   0.000000e+00    100s
  116445    5.4001389e+01   8.749762e+03   0.000000e+00    105s
  119085    5.4001412e+01   1.229409e+04   0.000000e+00    110s
  122253    5.4001437e+01   3.012712e+03   0.000000e+00    115s
  124893    5.4001467e+01   7.003298e+03   0.000000e+00    120s
  127269    5.4001481e+01   5.224018e+03   0.000000e+00    125s
  129381    5.4001492e+01   7.275698e+03   0.000000e+00    130s
  131757    5.4001503e+01   5.273809e+03   0.000000e+00    135s
  133869    5.4001515e+01   5.787993e+03   0.000000e+00    141s
  135981    5.4001526e+01   4.539144e+03   0.000000e+00    145s
  138885    5.4001559e+01   4.081815e+04   0.000000e+00    150s
